AADAT,51166
AADAT,AADAT
AADAT,ENSG00000109576
AADAT,Q8N5Z0
ABAT,(S)-3-amino-2-methylpropionate transaminase
ABAT,(S)-3-AMINO-2-METHYLPROPIONATE TRANSAMINASE
ABAT,18
ABAT,4-aminobutyrate aminotransferase
ABAT,"4-aminobutyrate aminotransferase, mitochondrial"
ABAT,"4-AMINOBUTYRATE AMINOTRANSFERASE, MITOCHONDRIAL"
ABAT,"4-AMINOBUTYRATE AMINOTRANSFERASE, MITOCHONDRIAL PRECURSOR (EC 2.6.1.19) ((S)-3-AMINO-2-METHYLPROPIONATE TRANSAMINASE) (EC 2.6.1.22) (GAMMA-AMINO-N-BUTYRATE TRANSAMINASE) (GABA TRANSAMINASE) (GABA AMINOTRANSFERASE) (GABA-AT) (GABA-T) (L-AIBAT). [SOURCE:UNI"
ABAT,ABAT
ABAT,ENSG00000183044
ABAT,GABA-AT
ABAT,GABA-T
ABAT,GABA aminotransferase
ABAT,GABA AMINOTRANSFERASE
ABAT,GABA transaminase
ABAT,GABA TRANSAMINASE
ABAT,GABAT
ABAT,GABT_HUMAN
ABAT,Gamma-amino-N-butyrate transaminase
ABAT,GAMMA-AMINO-N-BUTYRATE TRANSAMINASE
ABAT,L-AIBAT
ABAT,P80404
ABCA1,19
ABCA1,29
ABCA1,ABC-1
ABCA1,ABC1
ABCA1,ABCA1
ABCA1,ABCA1_HUMAN
ABCA1,ATP-binding cassette 1
ABCA1,ATP-binding cassette sub-family A member 1
ABCA1,ATP-binding cassette transporter 1
ABCA1,"ATP-binding cassette, sub-family A (ABC1), member 1"
ABCA1,"ATP-BINDING CASSETTE, SUB-FAMILY A, MEMBER 1 (ATP-BINDING CASSETTE TRANSPORTER 1) (ATP-BINDING CASSETTE 1) (ABC-1) (CHOLESTEROL EFFLUX REGULATORY PROTEIN). [SOURCE:UNIPROT/SWISSPROT;ACC:O95477]"
ABCA1,CERP
ABCA1,Cholesterol efflux regulatory protein
ABCA1,ENSG00000165029
ABCA1,O95477
ABCB1,40
ABCB1,4244
ABCB1,5243
ABCB1,ABCB1
ABCB1,ATP-binding cassette sub-family B member 1
ABCB1,"ATP-binding cassette, sub-family B (MDR/TAP), member 1"
ABCB1,CD_antigen=CD243
ABCB1,ENSG00000085563
ABCB1,MDR1
ABCB1,MDR1_HUMAN
ABCB1,Multidrug resistance protein 1
ABCB1,MULTIDRUG RESISTANCE PROTEIN 1
ABCB1,MULTIDRUG RESISTANCE PROTEIN 1 (P-GLYCOPROTEIN 1) (CD243 ANTIGEN). [SOURCE:UNIPROT/SWISSPROT;ACC:P08183]
ABCB1,P-glycoprotein 1
ABCB1,P08183
ABCB1,PGY1
ABCB11,42
ABCB11,8647
ABCB11,ABCB11
ABCB11,ABCBB_HUMAN
ABCB11,"ATP-binding cassette, sub-family B (MDR/TAP), member 11"
ABCB11,"ATP-BINDING CASSETTE, SUB-FAMILY B, MEMBER 11"
ABCB11,BILE SALT EXPORT PUMP
ABCB11,"BILE SALT EXPORT PUMP (ATP-BINDING CASSETTE, SUB-FAMILY B, MEMBER 11). [SOURCE:UNIPROT/SWISSPROT;ACC:O95342]"
ABCB11,BSEP
ABCB11,ENSG00000073734
ABCB11,O95342
ABCC1,4363
ABCC1,51
ABCC1,ABCC1
ABCC1,"ATP-binding cassette, sub-family C (CFTR/MRP), member 1"
ABCC1,ENSG00000103222
ABCC1,MRP
ABCC1,MRP1
ABCC1,MRP1_HUMAN
ABCC1,MULTIDRUG RESISTANCE-ASSOCIATED PROTEIN 1
ABCC1,"MULTIDRUG RESISTANCE-ASSOCIATED PROTEIN 1 (ATP-BINDING CASSETTE, SUB- FAMILY C, MEMBER 1). [SOURCE:UNIPROT/SWISSPROT;ACC:P33527]"
ABCC1,MULTIDRUG RESISTANCE PROTEIN 1
ABCC1,P33527
ABCC2,1244
ABCC2,53
ABCC2,ABCC2
ABCC2,"ATP-binding cassette, sub-family C (CFTR/MRP), member 2"
ABCC2,CANALICULAR MULTISPECIFIC ORGANIC ANION TRANSPORTER 1
ABCC2,"CANALICULAR MULTISPECIFIC ORGANIC ANION TRANSPORTER 1 (ATP-BINDING CASSETTE, SUB-FAMILY C, MEMBER 2) (MULTIDRUG RESISTANCE-ASSOCIATED PROTEIN 2) (CANALICULAR MULTIDRUG RESISTANCE PROTEIN). [SOURCE:UNIPROT/SWISSPROT;ACC:Q92887]"
ABCC2,CMOAT
ABCC2,CMOAT1
ABCC2,CMRP
ABCC2,ENSG00000023839
ABCC2,MRP2
ABCC2,MRP2_HUMAN
ABCC2,Q92887
ABCC8,59
ABCC8,6833
ABCC8,ABCC8
ABCC8,ABCC8_HUMAN
ABCC8,ATP-binding cassette sub-family C member 8
ABCC8,ATP-BINDING CASSETTE SUB-FAMILY C MEMBER 8
ABCC8,"ATP-binding cassette, sub-family C (CFTR/MRP), member 8"
ABCC8,ENSG00000006071
ABCC8,HRINS
ABCC8,NM_000352
ABCC8,NP_000343
ABCC8,Q09428
ABCC8,Sulfonylurea receptor 1
ABCC8,SULFONYLUREA RECEPTOR 1. [SOURCE:UNIPROT/SWISSPROT;ACC:Q09428]
ABCC8,SUR
ABCC8,SUR1
ABCC9,10060
ABCC9,60
ABCC9,ABCC9
ABCC9,ABCC9_HUMAN
ABCC9,ATP-binding cassette sub-family C member 9
ABCC9,ATP-BINDING CASSETTE SUB-FAMILY C MEMBER 9
ABCC9,"ATP-binding cassette, sub-family C (CFTR/MRP), member 9"
ABCC9,ENSG00000069431
ABCC9,NM_005691|NM_020297
ABCC9,NP_005682|NP_064693
ABCC9,O60706
ABCC9,Sulfonylurea receptor 2
ABCC9,SULFONYLUREA RECEPTOR 2. [SOURCE:UNIPROT/SWISSPROT;ACC:O60706]
ABCC9,SUR2
ABL1,25
ABL1,4
ABL1,76
ABL1,Abelson murine leukemia viral oncogene homolog 1
ABL1,Abelson tyrosine-protein kinase 1
ABL1,ABL
ABL1,"ABL proto-oncogene 1, non-receptor tyrosine kinase"
ABL1,ABL1
ABL1,ABL1_HUMAN
ABL1,bcr/abl
ABL1,c-ABL
ABL1,"C-ABL ONCOGENE 1, RECEPTOR TYROSINE KINASE"
ABL1,c-ABL1
ABL1,CHDSKM
ABL1,ENSG00000097007
ABL1,JTK7
ABL1,NM_005157
ABL1,NP_005148
ABL1,P00519
ABL1,p150
ABL1,Proto-oncogene c-Abl
ABL1,PROTO-ONCOGENE TYROSINE-PROTEIN KINASE ABL1 (EC 2.7.1.112) (P150) (C- ABL). [SOURCE:UNIPROT/SWISSPROT;ACC:P00519]
ABL1,Tyrosine-protein kinase ABL1
ABL1,TYROSINE-PROTEIN KINASE ABL1
ABL1,v-abl
ABL2,27
ABL2,77
ABL2,ABELSON TYROSINE-PROTEIN KINASE 2
ABL2,"ABL proto-oncogene 2, non-receptor tyrosine kinase"
ABL2,ABL2
ABL2,ABL2_HUMAN
ABL2,ABLL
ABL2,ARG
ABL2,C-ABL
ABL2,ENSG00000143322
ABL2,NM_001136000
ABL2,NP_005149
ABL2,P150
ABL2,P42684
ABL2,PROTO-ONCOGENE TYROSINE-PROTEIN KINASE ABL1
ABL2,Q5W0C5_HUMAN
ACAA1,30
ACAA1,ACAA1
ACAA1,ENSG00000060971
ACAA1,P09110
ACAT1,38
ACAT1,ACAT1
ACAT1,ACETOACETYL-COA THIOLASE
ACAT1,"ACETYL-COA ACETYLTRANSFERASE, MITOCHONDRIAL"
ACAT1,ENSG00000075239
ACAT1,P24752
ACAT1,T2
ACAT1,THIL_HUMAN
ACE,""
ACE,1636
ACE,183
ACE,2707
ACE,AC113554.2
ACE,ACE
ACE,ACE_HUMAN
ACE,Angiotensin-converting enzyme
ACE,"Angiotensin-converting enzyme, soluble form"
ACE,"ANGIOTENSIN-CONVERTING ENZYME, SOMATIC ISOFORM PRECURSOR (EC 3.4.15.1) (ACE) (DIPEPTIDYL CARBOXYPEPTIDASE I) (KININASE II) (CD143 ANTIGEN). [SOURCE:UNIPROT/SWISSPROT;ACC:P12821]"
ACE,angiotensin I converting enzyme
ACE,angiotensin I converting enzyme (peptidyl-dipeptidase A) 1
ACE,ANGT_HUMAN
ACE,CD_antigen=CD143
ACE,DCP
ACE,DCP1
ACE,Dipeptidyl carboxypeptidase I
ACE,ENSG00000135744
ACE,ENSG00000159640
ACE,ENSG00000264813
ACE,Kininase II
ACE,NM_000789|NM_001178057|NM_152830
ACE,NP_000780|NP_001171528|NP_690043
ACE,P01019
ACE,P12821
ACE2,13557
ACE2,59272
ACE2,ACE2
ACE2,ACE2_HUMAN
ACE2,Angiotensin-converting enzyme 2
ACE2,angiotensin I converting enzyme 2
ACE2,ANGIOTENSIN I CONVERTING ENZYME 2 PRECURSOR [SOURCE:REFSEQ_PEPTIDE;ACC:NP_068576]
ACE2,ENSG00000130234
ACE2,Q9BYF1
ACE2,UNQ868/PRO1885
ACHE,43
ACHE,ACES_HUMAN
ACHE,acetylcholinesterase
ACHE,Acetylcholinesterase
ACHE,acetylcholinesterase (Cartwright blood group)
ACHE,ACETYLCHOLINESTERASE PRECURSOR (EC 3.1.1.7) (ACHE). [SOURCE:UNIPROT/SWISSPROT;ACC:P22303]
ACHE,AChE
ACHE,ACHE
ACHE,ENSG00000087085
ACHE,P22303
ACPP,55
ACPP,ACPP
ACPP,ENSG00000014257
ACPP,P15309
ACSL1,2180
ACSL1,ACSL1
ACSL1,ACSL1_HUMAN
ACSL1,ENSG00000151726
ACSL1,FACL1
ACSL1,FACL2
ACSL1,LACS
ACSL1,LACS1
ACSL1,LACS2
ACSL1,P33121
ACSL3,2181
ACSL3,ACSL3
ACSL3,ENSG00000123983
ACSL3,O95573
ACSL4,2182
ACSL4,ACSL4
ACSL4,ENSG00000068366
ACSL4,O60488
ACSS1,84532
ACSS1,ACSS1
ACSS1,ENSG00000154930
ACSS1,Q9NUB1
ACSS2,55902
ACSS2,ACSS2
ACSS2,ENSG00000131069
ACSS2,Q9NR19
ACTA1,58
ACTA1,ACTA1
ACTA1,ENSG00000143632
ACTA1,P68133
ACY1,95
ACY1,ACY1
ACY1,ACY1_HUMAN
ACY1,AMINOACYLASE-1 (EC 3.5.1.14) (N-ACYL-L-AMINO-ACID AMIDOHYDROLASE) (ACY-1). [SOURCE:UNIPROT/SWISSPROT;ACC:Q03154]
ACY1,ENSG00000114786
ACY1,ENSG00000243989
ACY1,Q03154
ADA,100
ADA,ADA
ADA,ADA_HUMAN
ADA,ADA1
ADA,Adenosine aminohydrolase
ADA,ADENOSINE AMINOHYDROLASE
ADA,adenosine deaminase
ADA,Adenosine deaminase
ADA,ADENOSINE DEAMINASE (EC 3.5.4.4) (ADENOSINE AMINOHYDROLASE). [SOURCE:UNIPROT/SWISSPROT;ACC:P00813]
ADA,ENSG00000196839
ADA,P00813
ADCY1,107
ADCY1,ADCY1
ADCY1,ADCY1_HUMAN
ADCY1,ADENYLATE CYCLASE TYPE 1
ADCY1,ADENYLATE CYCLASE TYPE I
ADCY1,"ADENYLATE CYCLASE, TYPE I (EC 4.6.1.1) (ATP PYROPHOSPHATE-LYASE 1) (CA(2+)/CALMODULIN ACTIVATED ADENYLYL CYCLASE). [SOURCE:UNIPROT/SWISSPROT;ACC:Q08828]"
ADCY1,ADENYLYL CYCLASE 1
ADCY1,ATP PYROPHOSPHATE-LYASE 1
ADCY1,CA(2+)/CALMODULIN-ACTIVATED ADENYLYL CYCLASE
ADCY1,ENSG00000164742
ADCY1,Q08828
ADH1A,124
ADH1A,ADH1
ADH1A,ADH1A
ADH1A,ADH1A_HUMAN
ADH1A,Alcohol dehydrogenase 1A
ADH1A,ALCOHOL DEHYDROGENASE 1A
ADH1A,"alcohol dehydrogenase 1A (class I), alpha polypeptide"
ADH1A,ALCOHOL DEHYDROGENASE ALPHA CHAIN (EC 1.1.1.1). [SOURCE:UNIPROT/SWISSPROT;ACC:P07327]
ADH1A,Alcohol dehydrogenase subunit alpha
ADH1A,ENSG00000187758
ADH1A,P07327
ADH1B,125
ADH1B,ADH1B
ADH1B,ADH1B_HUMAN
ADH1B,ADH2
ADH1B,Alcohol dehydrogenase 1B
ADH1B,ALCOHOL DEHYDROGENASE 1B
ADH1B,"alcohol dehydrogenase 1B (class I), beta polypeptide"
ADH1B,ALCOHOL DEHYDROGENASE BETA CHAIN (EC 1.1.1.1). [SOURCE:UNIPROT/SWISSPROT;ACC:P00325]
ADH1B,Alcohol dehydrogenase subunit beta
ADH1B,ENSG00000196616
ADH1B,P00325
ADH1C,126
ADH1C,ADH1C
ADH1C,ADH1G_HUMAN
ADH1C,ADH3
ADH1C,Alcohol dehydrogenase 1C
ADH1C,ALCOHOL DEHYDROGENASE 1C
ADH1C,"alcohol dehydrogenase 1C (class I), gamma polypeptide"
ADH1C,Alcohol dehydrogenase subunit gamma
ADH1C,ENSG00000248144
ADH1C,P00326
ADK,132
ADK,adenosine kinase
ADK,Adenosine kinase
ADK,ADENOSINE KINASE (EC 2.7.1.20) (AK) (ADENOSINE 5'-PHOSPHOTRANSFERASE). [SOURCE:UNIPROT/SWISSPROT;ACC:P55263]
ADK,ADK
ADK,ADK_HUMAN
ADK,ENSG00000156110
ADK,P55263
ADORA1,134
ADORA1,262
ADORA1,A(1) ADENOSINE RECEPTOR
ADORA1,A<sub>1</sub> receptor
ADORA1,AA1R_HUMAN
ADORA1,adenosine A1 receptor
ADORA1,ADENOSINE A1 RECEPTOR. [SOURCE:UNIPROT/SWISSPROT;ACC:P30542]
ADORA1,Adenosine receptor A1
ADORA1,ADENOSINE RECEPTOR A1
ADORA1,ADORA1
ADORA1,ENSG00000163485
ADORA1,NM_000674
ADORA1,NP_000665
ADORA1,P30542
ADORA2A,135
ADORA2A,263
ADORA2A,A(2A) ADENOSINE RECEPTOR
ADORA2A,A<sub>2A</sub> receptor
ADORA2A,A2A ADENOSINE RECEPTOR
ADORA2A,AA2AR_HUMAN
ADORA2A,adenosine A2a receptor
ADORA2A,ADENOSINE A2A RECEPTOR. [SOURCE:UNIPROT/SWISSPROT;ACC:P29274]
ADORA2A,Adenosine receptor A2a
ADORA2A,ADENOSINE RECEPTOR A2A
ADORA2A,ADORA2
ADORA2A,ADORA2A
ADORA2A,ENSG00000100014
ADORA2A,ENSG00000128271
ADORA2A,NM_000675
ADORA2A,NP_000666
ADORA2A,P29274
ADORA2B,136
ADORA2B,264
ADORA2B,A<sub>2B</sub> receptor
ADORA2B,A2B ADENOSINE RECEPTOR
ADORA2B,AA2BR_HUMAN
ADORA2B,adenosine A2b receptor
ADORA2B,ADENOSINE A2B RECEPTOR. [SOURCE:UNIPROT/SWISSPROT;ACC:P29275]
ADORA2B,Adenosine receptor A2b
ADORA2B,ADENOSINE RECEPTOR A2B
ADORA2B,ADORA2A
ADORA2B,ADORA2B
ADORA2B,ENSG00000170425
